date,2008 financial crisis,blizzard,China unemployment rate,climate change,cold wave,cold,cyclone,damp,drought,dry,Ebola outbreak,Ebola virus,Ebola,economic crisis,economic recession,financial crisis,Flood,forest fire,frost,global warming,gust,hail,heat wave,heavy rain,high temperature,terrorist attack,Libyan crisis,Middle East war,mountain fire,natural disasters,oil crisis,oil stocks,pest,pests and diseases,rain,rainfall,snow,storm,strong wind,Syria war,terrorism,terrorist attack,tornado,typhoon,Unemployment benefits,unemployment rate,unemployment
2010/5/25,0,20,0,52,48,65,33,37,30,83,50,0,35,30,15,57,19,9,50,43,43,35,4,9,48,21,0,51,36,36,98,0,53,0,56,22,11,11,61,0,57,21,12,29,23,36,39
2010/5/26,41,25,0,38,0,60,28,55,29,76,0,63,36,31,15,40,21,6,43,47,18,39,15,9,45,33,0,52,41,61,40,27,71,32,50,28,10,11,0,48,60,33,14,40,17,26,32
2010/5/27,0,21,0,56,100,63,36,11,28,78,0,0,52,14,0,23,17,4,56,44,36,80,7,3,41,33,0,27,49,48,41,27,49,32,58,16,12,14,0,0,38,33,10,39,20,30,30
2010/5/28,0,22,0,41,0,60,44,24,21,77,0,23,45,23,17,20,16,7,49,27,40,47,22,4,59,18,23,29,29,19,67,58,53,0,57,23,10,12,0,0,41,18,7,45,20,23,27
2010/5/29,0,22,0,24,0,58,39,77,22,85,0,0,32,11,24,21,12,2,55,18,0,25,0,12,26,17,0,41,58,16,63,63,38,100,55,11,10,12,0,0,25,17,6,50,19,14,20
2010/5/30,0,25,0,19,0,66,39,36,14,78,0,0,43,0,0,15,12,10,54,18,0,37,15,14,41,0,0,88,62,23,67,45,36,53,61,6,11,14,52,80,27,0,7,32,32,30,57
2010/5/31,0,29,0,33,71,62,30,23,10,91,0,61,36,10,22,52,12,100,54,34,25,28,13,9,41,47,0,37,48,29,43,38,50,0,56,19,13,15,0,0,23,47,7,34,17,25,43
2010/6/1,0,24,0,42,0,59,43,44,29,89,0,42,51,10,15,58,19,32,45,36,18,53,11,7,28,11,0,52,59,40,100,53,91,0,57,18,10,15,0,0,43,11,10,34,31,30,51
2010/6/2,40,29,0,62,0,59,59,21,29,87,0,21,20,23,15,84,17,9,55,40,26,37,14,3,64,21,22,26,51,40,59,78,83,0,49,19,11,15,0,46,52,21,11,33,23,28,37
2010/6/3,0,30,0,52,0,56,62,44,35,82,0,21,31,34,30,23,15,11,49,28,18,39,11,8,49,16,0,26,52,30,71,67,75,0,60,17,11,12,0,48,42,16,10,41,21,30,32
2010/6/4,44,30,0,36,0,51,69,58,22,75,0,0,16,25,16,28,17,8,48,37,19,32,4,7,34,12,0,83,20,14,53,70,64,67,51,29,10,13,99,100,49,12,8,34,23,50,29
2010/6/5,0,23,0,37,0,58,75,65,21,89,0,0,23,15,23,54,12,2,51,18,27,27,8,14,30,0,0,0,39,15,90,60,62,0,66,18,12,14,0,71,29,0,19,38,16,22,20
2010/6/6,0,21,0,26,74,65,49,16,15,95,0,32,31,20,23,14,15,9,54,28,53,31,14,8,49,16,0,0,22,40,60,40,46,48,68,15,13,18,0,0,48,16,100,35,33,30,54
2010/6/7,41,23,0,40,0,54,25,49,29,85,0,21,30,30,15,27,20,3,48,34,0,38,18,4,48,11,0,26,22,17,80,26,75,32,63,24,10,14,0,0,35,11,47,28,30,26,53
2010/6/8,0,23,0,49,0,56,30,11,27,91,0,0,20,40,30,48,19,1,51,25,26,32,5,8,56,16,0,0,47,20,49,52,86,0,58,18,11,12,0,0,31,16,19,35,31,40,41
2010/6/9,41,19,0,32,0,57,34,22,17,85,0,32,25,14,15,18,22,4,46,27,27,24,4,8,45,22,0,52,33,13,50,27,67,32,55,30,10,11,0,0,35,22,13,38,26,28,38
2010/6/10,42,23,0,39,0,56,36,45,48,87,0,43,36,21,15,23,26,5,40,23,27,28,4,3,50,22,0,27,30,14,41,82,52,33,57,14,12,13,0,0,41,22,10,37,26,22,35
2010/6/11,0,17,0,27,0,54,26,48,34,82,0,23,28,19,33,40,39,5,39,22,19,41,4,0,45,12,0,86,29,22,66,59,100,0,53,11,10,14,0,0,48,12,12,33,17,27,29
2010/6/12,63,30,0,21,0,58,27,50,26,85,0,0,24,31,23,21,43,2,61,14,0,37,8,11,56,34,0,40,46,16,31,82,43,0,62,20,11,12,48,0,27,34,10,29,15,9,17
2010/6/13,0,26,0,30,0,64,46,51,34,92,78,33,32,26,0,42,37,5,38,19,27,37,8,10,50,17,0,41,46,21,0,41,35,0,63,23,11,13,0,0,35,17,9,33,33,31,62
2010/6/14,0,19,0,37,0,57,32,45,14,92,0,87,36,14,15,41,45,3,46,18,54,26,7,6,37,45,0,0,34,7,31,54,68,33,57,29,10,13,0,0,54,45,9,32,32,32,57
2010/6/15,0,32,36,23,0,57,28,38,35,81,0,0,31,10,30,9,33,1,49,25,27,24,5,6,74,0,0,26,26,17,20,27,85,64,56,21,10,13,0,0,29,0,10,64,32,25,46
2010/6/16,0,24,0,30,0,56,27,34,27,80,0,22,100,21,16,42,31,3,47,21,37,19,4,5,38,11,0,27,50,35,72,82,65,0,59,28,9,13,0,0,15,11,10,57,43,34,47
2010/6/17,0,26,0,40,0,56,25,34,31,76,53,22,11,18,0,33,23,5,42,9,0,28,4,8,34,23,0,27,43,14,63,56,60,33,46,20,11,12,32,0,42,23,10,40,37,21,39
2010/6/18,0,21,0,26,0,50,25,19,12,79,0,0,46,15,0,20,21,3,44,12,20,34,12,5,37,12,0,0,25,27,23,30,67,0,46,13,8,14,0,0,29,12,32,46,36,33,40
2010/6/19,0,31,57,15,0,56,24,35,27,84,0,34,16,11,24,29,18,9,51,8,28,18,23,10,39,17,0,42,30,43,32,0,55,0,58,13,10,16,100,0,20,17,18,17,20,19,27
2010/6/20,0,27,0,32,0,52,39,27,25,88,0,35,34,11,0,30,15,20,39,13,0,17,12,9,60,63,0,43,25,11,50,0,31,0,60,16,11,14,0,0,24,63,12,39,39,15,66
2010/6/21,0,25,0,39,0,49,29,39,30,87,0,22,37,10,16,46,23,15,53,16,55,35,9,3,54,0,21,40,31,31,21,41,78,66,43,14,10,12,0,49,45,0,31,37,45,32,65
2010/6/22,41,29,0,36,0,55,47,22,25,79,0,0,30,7,15,22,21,10,42,14,35,29,7,5,16,11,0,26,48,13,50,52,83,47,46,16,10,13,31,0,22,11,28,38,36,30,54
2010/6/23,42,30,0,21,0,51,31,11,19,82,0,21,46,0,0,36,19,9,50,15,45,30,9,5,49,11,0,26,19,7,61,54,74,32,51,18,11,13,31,0,29,11,27,56,43,36,47
2010/6/24,43,28,0,18,0,51,35,34,21,84,0,0,21,7,15,46,20,12,51,14,55,33,21,7,42,0,0,0,46,10,31,0,52,0,53,14,10,15,0,0,31,0,36,48,46,19,45
2010/6/25,0,18,0,19,0,53,26,36,19,77,0,23,22,7,16,20,19,8,45,12,39,30,8,6,67,12,0,0,45,22,22,0,71,0,50,9,9,18,0,0,21,12,24,47,46,28,56
2010/6/26,0,32,0,15,77,56,34,25,21,92,0,0,39,11,47,0,16,7,51,10,55,35,6,3,19,17,0,0,75,42,31,82,33,0,57,16,9,19,0,0,32,17,14,43,34,22,36
2010/6/27,0,23,0,18,0,60,25,85,16,89,0,0,24,21,0,0,15,9,62,16,28,26,0,6,44,17,0,0,75,0,62,41,36,0,60,25,11,19,0,0,27,17,19,43,44,28,72
2010/6/28,0,24,0,35,0,61,49,28,19,88,0,0,26,10,0,23,18,5,47,19,45,30,4,8,49,11,21,53,60,20,61,40,83,0,50,19,9,20,0,0,42,11,16,47,46,29,70
2010/6/29,0,22,0,36,0,52,41,22,27,81,0,0,10,20,15,31,20,3,48,14,26,24,9,4,68,22,21,26,70,27,40,27,63,32,49,17,11,21,31,0,27,22,11,25,44,33,59
2010/6/30,42,23,0,47,0,50,38,22,16,80,0,43,10,7,15,87,15,8,44,12,54,29,11,9,62,11,0,27,30,14,31,0,71,32,48,13,9,15,64,0,31,11,8,28,46,40,57
2010/7/1,0,30,0,26,0,58,37,40,29,80,0,22,27,7,0,38,18,8,48,14,19,41,6,5,38,11,0,55,78,25,42,28,63,0,48,20,9,13,0,0,30,11,7,24,49,54,57
2010/7/2,43,26,0,16,0,47,31,23,27,88,0,33,26,7,31,32,15,5,42,15,37,14,8,5,42,11,0,0,54,10,31,28,60,33,48,15,8,11,32,0,17,11,6,33,39,54,49
2010/7/3,0,27,0,15,0,60,33,43,20,90,0,0,13,9,20,24,11,8,49,10,47,23,19,10,27,29,0,34,49,13,26,0,21,42,57,17,9,12,0,0,13,29,9,62,18,15,27
2010/7/4,0,20,0,27,0,61,36,31,22,80,0,0,36,10,21,13,10,8,50,10,100,24,8,4,23,0,0,0,100,19,28,0,17,0,50,12,10,12,44,0,9,0,6,33,35,17,60
2010/7/5,0,20,0,26,0,53,32,27,25,82,62,26,12,17,18,22,14,5,47,16,22,22,51,11,40,13,0,32,63,16,24,0,46,39,52,15,9,13,38,0,27,13,9,34,39,24,55
2010/7/6,37,25,0,26,0,67,23,44,28,90,0,29,14,6,14,24,15,4,42,11,40,31,100,5,90,29,0,24,50,0,54,24,66,0,47,16,8,13,0,0,35,29,6,38,38,30,58
2010/7/7,72,38,0,25,0,56,31,48,36,87,0,19,27,6,13,16,17,4,39,14,16,24,100,5,100,0,0,0,39,18,35,94,65,28,48,15,10,12,0,0,32,0,7,47,42,26,49
2010/7/8,0,37,0,39,88,62,18,19,40,87,0,0,27,0,13,24,19,4,47,18,16,16,64,4,94,10,0,0,46,15,18,24,60,0,45,13,9,12,28,0,31,10,5,47,34,37,43
2010/7/9,0,34,0,28,0,52,30,35,37,75,47,20,38,6,14,29,17,4,43,14,41,22,29,3,68,10,0,0,24,16,19,0,56,0,45,16,10,11,0,0,24,10,5,50,29,41,36
2010/7/10,0,33,0,19,0,59,34,46,27,89,0,0,19,17,18,27,12,2,40,16,21,28,24,3,44,13,0,64,45,12,49,32,42,0,66,14,9,11,0,0,20,13,7,23,14,13,23
2010/7/11,0,25,0,19,0,56,29,54,30,90,0,0,25,17,0,28,13,7,53,13,22,29,14,12,30,14,0,33,28,17,25,66,33,0,53,11,10,12,0,0,34,14,8,37,41,25,59
2010/7/12,0,24,0,27,0,53,40,29,35,90,0,0,22,15,20,12,15,13,44,11,23,38,14,11,36,14,0,23,39,12,18,23,62,28,48,13,10,10,0,0,38,14,6,54,52,34,80
2010/7/13,71,23,0,33,43,54,32,47,25,91,0,0,35,6,26,35,17,5,45,17,15,24,12,4,49,33,0,22,29,17,52,23,65,27,51,18,10,11,27,0,33,33,8,90,50,37,68
2010/7/14,0,24,0,16,0,50,28,38,24,84,43,0,0,12,13,35,14,8,48,14,15,30,19,7,39,19,0,0,22,17,17,23,63,0,52,15,9,11,27,0,19,19,9,100,38,32,58
2010/7/15,0,23,0,22,0,54,25,20,22,82,0,19,23,15,13,20,14,7,41,12,32,21,21,8,33,40,0,23,37,9,18,49,61,0,48,17,10,12,0,0,33,40,10,58,42,32,53
2010/7/16,39,20,0,34,0,55,26,26,27,78,47,20,38,6,14,17,13,6,37,14,50,17,19,6,23,0,0,0,35,25,47,37,72,0,48,12,9,11,0,0,23,0,6,72,32,25,46
2010/7/17,51,34,0,21,0,60,26,41,15,87,0,0,13,13,0,28,10,4,52,13,88,24,27,6,41,14,0,0,51,0,50,0,35,39,53,7,9,12,0,0,20,14,10,51,23,19,33
2010/7/18,0,36,0,17,0,65,28,55,30,90,0,27,26,17,0,34,11,2,39,17,22,32,27,13,26,28,0,0,47,13,25,34,19,0,57,15,10,14,0,0,28,28,12,68,35,36,61
2010/7/19,0,26,0,23,43,57,42,24,9,88,45,18,27,12,13,19,17,1,51,11,31,27,21,6,53,29,0,23,29,23,53,23,69,42,49,18,10,12,0,0,21,29,9,52,50,39,74
2010/7/20,0,30,0,33,0,52,33,43,28,80,0,37,26,24,13,16,14,5,40,14,46,33,13,5,60,9,0,0,29,6,17,23,57,0,46,18,8,12,27,0,43,9,11,28,96,61,100
2010/7/21,0,27,0,40,0,54,29,14,21,83,0,19,45,6,0,36,14,8,47,18,23,35,11,5,50,10,0,23,42,6,18,23,65,0,51,12,9,15,0,0,28,10,12,43,82,48,91
2010/7/22,0,29,0,41,0,50,38,34,15,75,0,37,14,6,27,20,19,5,41,19,39,33,10,4,54,0,0,23,43,15,35,59,52,0,54,17,8,21,0,0,28,0,18,34,80,49,83
2010/7/23,0,24,0,23,0,53,27,50,22,83,0,29,23,6,0,21,21,3,41,13,49,32,17,9,67,20,0,48,27,12,18,24,48,0,54,28,10,28,0,0,22,20,16,49,53,25,63
2010/7/24,51,33,0,16,0,56,40,60,25,86,0,26,12,8,18,22,23,2,55,12,22,19,31,9,40,27,0,32,59,8,24,33,25,0,65,25,9,19,38,0,10,27,28,47,24,22,36
2010/7/25,0,15,0,21,35,61,4,37,38,77,0,27,50,39,0,8,61,50,63,32,17,36,47,54,25,0,0,0,19,25,39,35,25,0,68,27,9,46,53,0,42,0,24,8,74,32,97
2010/7/26,0,13,0,25,24,50,3,58,45,75,0,19,56,27,20,42,65,62,48,15,47,35,22,43,47,13,0,50,35,29,0,24,52,0,52,37,8,38,37,0,48,13,18,9,96,30,97
2010/7/27,37,22,0,39,0,49,4,64,56,80,0,19,48,27,0,10,54,85,69,19,35,40,21,28,58,19,0,0,26,17,27,24,57,0,53,34,7,35,37,51,29,19,18,10,62,41,72
2010/7/28,0,15,0,21,48,47,3,19,37,75,0,56,48,34,20,0,44,62,57,23,35,35,16,37,35,13,83,25,39,12,40,24,47,0,52,29,8,33,37,51,62,13,9,4,53,33,59
2010/7/29,37,17,0,34,0,45,2,65,49,71,0,0,28,0,0,16,45,43,47,27,24,46,11,32,30,13,83,25,36,18,28,24,51,0,54,29,7,40,38,0,27,13,11,6,42,36,52
2010/7/30,0,15,0,29,26,50,2,42,52,75,0,0,15,22,0,28,36,33,60,16,25,54,35,40,51,14,0,40,43,25,58,0,41,0,50,11,8,33,0,0,36,14,10,8,44,36,47
2010/7/31,52,20,0,20,34,55,1,100,42,82,0,0,29,29,28,15,36,38,48,14,17,34,23,48,33,18,0,35,75,16,0,0,30,52,58,26,8,35,0,0,32,18,8,10,24,35,29
2010/8/1,0,16,0,24,0,51,3,46,69,78,0,0,20,0,28,15,34,39,59,19,42,36,16,49,34,37,0,0,76,16,39,34,29,53,61,30,8,35,53,0,27,37,7,8,63,28,78
2010/8/2,38,14,0,23,0,50,4,85,72,78,0,0,14,27,60,11,50,51,64,18,54,29,33,26,65,0,0,25,58,12,27,73,51,37,49,16,8,32,0,0,35,0,6,11,58,42,82
2010/8/3,37,12,0,35,0,49,3,13,97,77,0,0,35,34,59,16,44,46,57,25,29,33,43,31,76,13,0,25,70,23,0,24,59,0,48,18,8,44,0,0,51,13,7,9,45,41,56
2010/8/4,37,15,0,37,0,51,4,57,100,81,0,0,14,13,0,10,37,42,60,27,18,44,27,31,17,19,0,0,44,17,27,47,58,0,54,16,8,42,0,0,35,19,10,8,32,49,51
2010/8/5,0,15,0,29,0,51,3,39,80,73,0,0,56,14,0,43,42,47,48,19,12,36,50,29,42,33,0,0,54,35,27,24,45,37,54,27,7,40,38,0,44,33,10,8,34,51,44
2010/8/6,0,13,84,36,0,49,4,21,72,78,0,41,30,29,0,6,36,17,51,20,13,44,23,46,44,14,0,0,43,19,0,26,53,0,50,22,8,39,0,0,40,14,7,6,34,62,44
2010/8/7,0,12,0,44,0,50,3,100,69,86,0,0,20,57,0,7,34,55,62,21,33,48,31,49,0,18,0,0,56,33,0,0,29,0,55,22,8,32,0,0,32,18,9,7,21,35,26
2010/8/8,0,12,0,15,0,48,5,82,58,82,0,0,20,29,0,0,35,38,78,23,25,28,15,69,33,18,0,0,37,25,0,34,25,0,61,15,9,38,52,0,26,18,12,11,58,23,85
2010/8/9,37,10,0,35,0,49,4,32,77,77,0,19,14,13,20,16,47,57,59,24,12,26,70,45,69,13,0,0,52,23,27,24,55,36,49,23,9,30,37,0,33,13,8,8,50,33,77
2010/8/10,36,12,0,36,0,51,3,57,69,94,70,18,20,13,19,36,46,38,51,21,12,23,21,34,29,25,0,24,47,28,0,46,42,0,54,18,8,29,0,0,36,25,7,5,44,24,53
2010/8/11,0,11,0,46,0,45,4,26,52,95,0,57,42,27,20,16,58,19,55,16,18,25,43,20,41,13,0,0,66,23,27,0,44,0,59,34,8,37,37,0,43,13,7,11,38,60,48
2010/8/12,0,10,0,38,0,47,4,71,68,77,0,48,42,14,100,5,62,51,58,22,24,27,16,49,18,0,0,0,53,35,0,24,37,0,53,13,7,34,0,0,27,0,10,7,33,56,40
2010/8/13,0,8,0,29,0,49,3,27,76,74,0,20,37,22,0,0,64,29,63,11,50,29,17,37,37,0,0,26,47,18,0,25,48,0,51,28,8,30,0,0,31,0,10,10,29,44,33
2010/8/14,0,10,0,17,0,46,3,54,67,94,0,0,29,19,0,15,42,21,53,18,17,29,0,28,16,18,0,0,49,16,0,33,30,0,56,22,8,37,51,0,43,18,8,10,18,19,25
2010/8/15,0,12,0,12,34,61,3,64,58,79,0,27,20,0,0,7,38,60,53,12,17,25,15,65,58,18,0,35,62,16,0,33,16,0,61,22,9,44,52,73,55,18,8,8,47,12,74
2010/8/16,0,11,0,35,24,48,4,52,64,77,0,0,14,27,20,5,47,66,66,19,24,46,22,38,71,13,0,0,80,35,27,36,55,74,55,31,8,32,38,0,27,13,6,8,49,20,71
2010/8/17,0,11,0,31,24,49,3,51,37,80,0,0,21,27,39,10,61,27,49,26,23,30,16,34,40,13,0,25,35,46,0,35,43,0,49,26,7,29,0,0,53,13,6,1,33,49,52
2010/8/18,0,10,0,49,0,51,2,45,81,76,0,0,14,40,20,10,54,11,65,20,47,27,16,45,29,19,0,24,48,23,0,24,49,0,57,18,8,33,37,0,39,19,7,8,26,38,42
2010/8/19,38,11,0,32,0,50,4,78,68,76,0,0,21,0,40,0,57,71,60,19,18,26,17,44,48,13,0,100,45,29,0,24,48,0,53,29,8,32,0,0,38,13,9,8,34,84,41
2010/8/20,39,10,0,20,0,55,3,41,43,71,76,20,29,0,0,17,56,37,45,9,31,34,11,21,6,14,0,26,56,0,28,25,37,0,47,11,8,32,0,0,35,14,8,9,29,38,37
2010/8/21,0,10,0,17,0,53,2,53,72,80,0,0,38,19,27,0,42,21,53,16,16,31,22,47,40,26,0,0,60,16,37,98,36,0,57,18,9,38,0,0,28,26,8,10,13,42,25
2010/8/22,0,12,0,17,0,55,4,79,36,89,98,0,76,18,27,0,47,100,64,28,16,34,15,27,32,0,0,34,66,39,37,97,26,100,79,21,9,39,0,0,36,0,9,7,56,68,76
2010/8/23,36,8,77,28,0,50,3,56,62,75,0,37,41,0,19,5,46,42,50,14,35,33,27,42,29,25,0,24,43,34,0,23,41,35,66,41,8,38,0,0,40,25,6,5,52,65,72
2010/8/24,0,9,0,34,23,52,3,56,40,76,0,27,20,26,57,20,56,34,57,22,34,42,31,52,73,25,0,24,68,28,52,23,49,0,53,25,8,36,0,0,46,25,9,6,30,45,48
2010/8/25,0,8,0,26,24,51,4,25,51,71,0,18,47,52,77,10,54,41,57,14,34,28,42,17,17,12,0,0,43,56,26,0,52,0,56,36,9,33,36,0,56,12,15,6,35,53,39
2010/8/26,0,8,0,23,0,45,2,51,97,74,0,19,42,27,0,21,56,66,67,12,12,36,11,31,64,13,0,0,35,40,27,0,43,0,52,34,8,31,37,0,47,13,16,7,26,47,36
2010/8/27,0,8,0,32,0,50,4,73,73,81,0,19,36,14,21,32,50,28,44,22,12,32,0,44,24,40,0,25,36,53,0,0,45,0,50,19,8,32,0,0,70,40,11,7,22,36,35
2010/8/28,0,9,0,8,0,59,3,52,41,89,0,26,19,46,27,7,34,37,64,16,32,27,22,35,32,0,0,0,30,16,36,0,32,0,49,21,9,40,0,0,56,0,13,4,16,37,21
2010/8/29,51,8,0,17,0,61,5,53,66,81,0,0,19,0,27,7,36,32,68,22,16,31,15,51,32,26,0,34,48,39,0,0,26,0,53,11,9,44,0,0,45,26,11,16,43,26,73
2010/8/30,36,8,0,22,47,47,3,44,51,76,69,37,34,26,58,15,51,26,61,25,23,42,5,31,57,19,0,36,38,62,26,23,54,0,50,23,8,39,0,50,38,19,8,14,43,51,70
2010/8/31,0,7,0,35,23,55,4,49,70,77,0,27,59,32,28,10,45,33,53,27,17,24,5,41,55,37,0,47,54,60,25,23,49,0,47,32,8,45,35,0,60,37,8,27,39,57,51
2010/9/1,0,8,0,50,0,49,5,50,29,75,0,0,13,26,19,45,42,34,51,53,17,29,10,39,34,0,0,36,38,28,51,23,46,0,51,23,8,48,36,100,58,0,9,14,36,37,44
2010/9/2,0,7,0,44,24,50,5,50,51,72,0,27,14,13,0,30,46,37,49,34,23,38,16,33,11,12,0,48,55,45,26,0,42,35,56,35,8,54,0,0,50,12,11,26,24,40,35
2010/9/3,38,8,0,38,25,49,7,20,46,73,0,39,21,0,40,16,44,47,40,19,30,36,11,35,6,13,0,25,40,47,27,0,43,0,58,21,9,52,0,0,34,13,9,13,20,81,33
2010/9/4,0,10,0,23,0,49,4,17,31,76,0,52,19,18,0,14,20,26,58,20,0,35,7,39,24,17,0,33,48,32,36,32,22,0,70,14,10,41,50,0,25,17,7,12,17,34,18
2010/9/5,0,10,0,12,34,63,4,18,48,73,0,27,20,19,0,15,35,22,62,10,17,29,8,61,8,18,0,0,56,16,76,0,23,0,69,4,9,34,0,0,29,18,6,9,47,31,64
2010/9/6,0,9,0,36,0,53,4,80,64,82,0,23,26,50,24,13,35,86,66,29,44,38,0,35,29,32,0,0,65,21,33,0,32,0,64,26,10,41,0,64,46,32,8,8,30,31,49
2010/9/7,0,7,0,34,0,54,5,55,89,77,0,18,27,45,19,5,43,93,58,29,11,45,0,30,28,37,0,0,89,39,26,23,52,0,64,45,8,43,0,0,41,37,11,9,37,76,63
2010/9/8,34,8,0,45,0,50,3,36,46,68,0,18,46,45,37,25,56,80,64,29,44,38,31,24,28,48,0,46,70,60,25,34,47,0,82,74,9,43,35,0,70,48,17,16,29,70,48
2010/9/9,70,8,0,35,23,54,3,24,60,73,0,27,26,25,28,25,56,73,66,34,22,35,15,30,33,36,0,46,58,16,38,22,46,0,66,57,9,35,0,49,64,36,24,9,25,39,41
2010/9/10,37,7,0,39,24,49,3,58,49,74,0,38,21,27,0,26,48,27,52,31,35,34,11,34,41,58,0,50,62,29,0,0,42,0,61,13,8,30,37,0,64,58,11,12,23,33,32
2010/9/11,96,10,0,19,63,56,5,25,34,75,0,0,18,18,51,27,33,45,51,13,31,65,7,48,23,100,0,64,51,15,0,0,29,0,70,3,10,35,0,0,61,100,8,6,17,32,19
2010/9/12,0,10,0,24,0,56,5,33,66,73,0,0,27,52,0,13,34,29,58,11,30,41,7,44,0,49,0,0,56,44,0,30,21,0,78,33,11,34,47,0,65,49,8,12,53,35,76
2010/9/13,34,7,0,43,23,52,4,42,63,79,0,35,26,13,28,20,38,54,67,26,33,62,5,27,44,24,0,23,78,27,25,33,46,0,59,15,9,33,34,0,69,24,6,11,37,68,73
2010/9/14,0,8,0,52,0,52,3,54,45,78,0,17,26,32,18,10,43,25,61,43,0,43,5,40,38,30,0,23,41,54,37,22,48,34,60,32,9,33,35,0,79,30,8,8,35,48,51
2010/9/15,0,8,0,62,0,56,3,48,25,72,0,18,46,25,37,29,43,51,49,26,22,29,0,19,60,18,0,58,50,43,26,22,46,35,52,20,10,36,35,0,80,18,8,8,32,49,44
2010/9/16,0,7,0,51,0,52,6,18,85,70,0,0,40,52,38,25,37,33,58,39,22,56,5,33,56,12,0,70,59,60,0,23,49,0,67,33,9,37,35,0,73,12,38,9,27,63,36
2010/9/17,0,9,0,43,0,54,5,45,33,75,0,0,42,13,20,16,33,31,52,42,24,71,5,51,41,26,0,25,57,57,0,24,45,0,56,26,9,56,37,0,53,26,100,8,24,33,35
2010/9/18,49,15,0,44,32,56,5,34,50,83,95,25,19,18,0,28,32,26,65,27,39,50,0,49,31,17,0,0,82,23,36,32,19,0,76,17,10,42,49,0,25,17,41,13,13,26,20
2010/9/19,0,12,0,38,0,59,4,17,93,87,0,0,64,18,26,20,30,30,66,23,31,64,7,71,15,34,0,33,69,15,36,0,21,48,78,31,10,38,0,0,57,34,22,24,57,50,74
2010/9/20,35,9,0,49,46,61,3,55,74,79,0,54,79,45,66,15,50,26,54,47,28,43,15,38,50,18,0,23,63,27,64,34,56,0,60,27,9,34,0,0,62,18,16,14,41,63,65
2010/9/21,51,9,72,59,0,54,3,48,69,75,0,17,52,13,55,14,53,36,58,44,33,39,20,50,38,36,0,0,29,64,25,0,45,0,64,29,9,30,0,0,65,36,12,8,28,59,49
2010/9/22,0,8,0,48,0,55,3,66,55,71,100,18,52,25,0,29,41,14,54,31,16,32,10,67,60,54,0,46,57,59,25,22,50,0,63,49,9,34,34,0,48,54,13,5,30,59,41
2010/9/23,34,9,0,33,0,54,2,48,55,74,0,17,52,25,37,10,49,61,52,32,22,39,5,56,27,42,78,0,37,43,50,22,45,0,69,51,10,34,0,0,55,42,11,13,24,61,34
2010/9/24,37,7,0,43,0,56,3,45,70,65,0,19,62,40,20,16,57,57,55,51,29,42,38,37,29,13,82,0,70,40,81,23,47,0,70,36,9,37,37,0,61,13,10,7,28,41,30
2010/9/25,0,10,0,24,0,63,4,50,78,82,0,0,18,18,26,14,40,20,63,30,15,38,14,60,23,34,100,32,63,15,35,31,34,0,62,7,10,35,48,0,40,34,8,9,14,11,21
2010/9/26,0,9,100,37,0,57,3,16,76,78,0,0,27,35,38,13,35,30,54,24,15,41,21,51,52,16,0,0,68,52,34,30,25,47,71,23,10,35,0,0,50,16,8,9,53,70,74
2010/9/27,67,7,0,76,44,53,3,23,79,76,65,17,77,49,36,29,57,53,59,43,16,38,100,37,81,24,76,23,36,53,74,22,50,0,80,38,10,32,0,71,53,24,9,5,53,76,70
2010/9/28,100,8,0,62,0,60,4,93,47,74,0,0,50,25,18,14,46,28,61,66,21,42,58,41,100,29,0,45,56,52,48,21,39,0,71,36,10,44,33,0,71,29,28,6,31,47,47
2010/9/29,0,8,0,67,22,60,5,30,45,76,0,52,45,13,46,14,57,25,56,42,60,39,50,34,59,36,0,68,49,43,62,22,43,0,75,34,9,51,0,0,69,36,9,11,24,30,39
2010/9/30,0,7,0,55,22,61,3,59,62,79,0,35,64,19,27,14,68,21,52,44,16,35,15,45,32,41,0,45,28,69,25,44,41,0,100,86,10,45,0,0,55,41,18,5,22,48,37
2010/10/1,0,9,0,71,0,51,3,31,47,73,0,0,34,26,39,15,83,26,59,24,23,34,11,53,51,31,0,0,65,56,26,46,37,36,97,100,10,36,0,0,50,31,11,4,19,56,33
2010/10/2,48,9,0,27,32,55,3,75,29,88,0,25,27,35,26,0,36,35,70,21,46,24,21,30,30,0,0,0,92,15,0,0,18,0,82,24,11,32,0,0,32,0,6,2,14,25,20
2010/10/3,0,9,0,43,0,61,4,42,34,78,0,0,45,26,26,20,39,55,68,19,99,44,7,41,15,75,0,0,23,37,52,31,22,0,81,17,11,33,48,67,64,75,7,7,34,21,66
2010/10/4,0,8,0,59,0,62,4,59,48,74,0,26,32,50,36,29,36,39,72,51,32,41,0,39,21,71,0,23,61,53,25,22,47,33,74,22,10,29,0,0,79,71,7,3,48,43,66
2010/10/5,34,8,0,53,0,62,2,29,34,74,0,26,51,62,27,14,37,28,58,33,22,47,25,21,32,35,80,56,56,42,37,22,40,0,70,43,11,30,34,0,100,35,9,8,26,47,48
2010/10/6,0,8,0,73,0,62,5,0,67,73,0,18,46,39,19,10,46,15,62,51,22,100,5,35,56,18,0,0,67,49,26,45,38,0,73,40,12,30,0,0,75,18,16,7,33,52,42
2010/10/7,37,8,0,48,0,56,3,19,45,73,0,48,56,20,30,21,47,27,63,54,12,62,11,40,24,65,0,100,58,35,68,24,37,0,60,37,11,33,0,0,58,65,17,5,27,72,33
