cat,date,gprop,2008 financial crisis,natural disasters,China unemployment rate,Middle East war,gust,rain,Syria war,snow,typhoon,oil crisis,oil stocks,unemployment rate,Unemployment benefits,unemployment,mountain fire,forest fire,heat wave,global warming,strong wind,cyclone,climate change,tornado,Libyan crisis,terrorism,terrorist attack,hurricane,economic crisis,economic recession,financial crisis,rainfall,Flood,cold,cold wave,pest,high temperature,dry,drought,frost,heavy rain,damp,pests and diseases,hail,storm,Ebola,blizzard
0,2014/11/28,,32,44,0,21,34,66,20,39,4,25,45,29,24,31,46,29,17,41,17,7,45,31,0,20,1,16,46,14,53,19,35,51,22,46,70,76,15,79,41,67,0,76,33,5,8
0,2014/11/29,,72,46,0,42,51,73,22,41,3,63,32,34,32,27,51,42,22,41,19,7,32,31,0,18,2,20,49,30,52,17,35,58,30,43,61,83,17,76,50,74,53,67,32,4,13
0,2014/11/30,,33,60,39,18,39,78,21,40,4,63,32,48,53,58,51,33,21,64,33,8,52,32,0,25,2,19,47,22,53,29,38,60,48,46,77,83,23,87,35,77,65,65,32,4,8
0,2014/12/1,,63,85,66,51,39,73,40,39,6,85,51,56,100,82,47,36,26,75,25,7,80,29,0,34,1,20,86,44,82,33,43,59,33,89,75,82,23,80,39,79,22,62,28,5,8
0,2014/12/2,,67,72,33,59,42,87,25,38,13,49,32,61,72,63,57,45,23,76,18,7,85,26,0,38,3,20,72,100,67,44,50,63,21,74,97,80,41,72,41,86,65,59,29,5,10
0,2014/12/3,,64,80,50,63,38,95,34,38,33,50,34,74,77,58,57,76,23,81,16,6,80,29,0,36,1,20,52,44,91,67,48,60,25,73,86,83,47,74,36,69,37,62,30,6,11
0,2014/12/4,,57,72,34,28,34,87,29,37,71,80,27,63,66,55,49,100,22,82,51,7,76,26,0,37,1,21,65,90,89,61,53,59,11,68,73,83,41,75,39,68,30,66,30,5,7
0,2014/12/5,,51,55,89,46,33,80,30,36,85,42,33,80,45,53,60,55,21,65,19,7,64,26,0,28,3,24,63,47,66,36,41,57,21,61,81,82,28,76,32,58,35,90,34,4,7
0,2014/12/6,,72,48,0,14,35,89,28,39,100,44,20,35,21,31,81,44,12,43,39,8,44,26,0,24,2,22,35,30,60,37,31,61,30,48,54,89,25,87,37,65,40,77,36,4,8
0,2014/12/7,,38,53,79,28,42,82,23,42,73,27,13,49,63,58,49,37,17,51,39,8,50,28,0,27,2,21,46,38,80,31,40,61,13,46,67,86,21,90,35,80,40,68,35,4,7
0,2014/12/8,,41,84,68,44,46,71,31,40,50,54,40,61,91,81,46,57,19,79,29,7,75,26,0,37,3,22,78,45,73,29,48,64,14,76,84,85,29,78,38,83,45,71,33,4,8
0,2014/12/9,,100,65,100,43,45,88,33,41,17,43,51,69,76,60,47,50,11,76,43,6,81,30,0,39,2,21,89,32,62,35,55,63,22,75,85,82,28,75,35,63,55,74,37,4,10
0,2014/12/10,,77,51,34,40,42,81,32,43,8,40,45,60,62,56,97,73,21,87,62,6,74,28,0,40,2,22,55,64,80,32,57,58,23,68,79,83,27,83,32,73,57,61,47,4,7
0,2014/12/11,,49,85,34,57,45,90,29,46,7,47,49,55,57,47,50,56,18,65,52,6,70,29,0,37,2,23,42,26,83,57,100,60,40,68,94,82,43,81,47,67,45,67,75,4,7
0,2014/12/12,,30,62,35,46,49,100,18,42,5,42,53,59,53,49,49,46,24,58,81,5,54,32,46,32,1,20,61,41,50,100,91,58,47,62,78,82,48,72,47,65,35,62,51,3,6
0,2014/12/13,,34,44,41,39,41,85,9,42,5,65,46,40,39,26,52,54,12,40,31,6,34,76,0,24,1,18,44,23,49,43,38,62,36,47,70,88,27,81,41,63,68,58,33,3,7
0,2014/12/14,,63,64,80,52,36,78,34,42,4,40,44,37,52,57,51,51,15,43,32,6,56,49,0,27,5,20,46,31,64,26,33,63,17,40,69,83,25,87,43,68,27,65,31,3,7
0,2014/12/15,,65,54,34,72,35,69,26,38,3,57,65,56,82,78,52,38,13,62,18,6,70,38,0,92,48,18,53,39,69,34,41,60,14,70,79,84,35,71,38,67,60,52,29,3,6
0,2014/12/16,,56,69,34,53,35,71,29,38,3,95,87,47,50,62,43,40,20,60,30,6,61,31,0,86,26,19,98,59,100,37,43,60,34,69,76,81,28,72,35,63,23,60,29,3,7
0,2014/12/17,,46,60,35,50,43,72,23,39,4,100,63,37,54,55,40,42,28,52,23,6,55,31,0,85,30,19,74,60,90,44,45,60,20,66,79,83,42,72,37,60,31,54,31,3,7
0,2014/12/18,,47,41,36,47,42,67,26,39,3,95,62,46,55,49,43,38,12,57,15,5,54,28,0,63,20,17,65,40,65,32,39,60,38,69,75,82,28,70,32,67,47,60,31,3,7
0,2014/12/19,,31,29,37,31,29,66,26,39,3,55,54,35,50,47,55,46,15,35,18,5,34,26,0,48,10,17,48,0,53,28,37,57,25,56,69,80,26,75,28,64,37,56,30,3,7
0,2014/12/20,,37,30,0,22,36,70,25,42,3,29,32,26,33,26,40,50,14,28,23,5,19,29,54,36,8,15,23,32,37,23,32,60,10,34,59,88,16,78,40,53,0,65,33,2,8
0,2014/12/21,,35,25,0,30,32,67,14,43,3,50,31,19,65,56,47,33,17,37,18,6,24,27,0,40,6,16,20,24,52,18,34,62,28,41,70,85,16,77,33,46,28,70,33,2,8
0,2014/12/22,,34,40,0,32,34,63,21,40,3,36,41,27,79,80,45,43,19,26,19,6,28,27,0,32,5,15,61,27,40,18,38,60,45,59,77,83,12,74,46,62,0,53,28,2,7
0,2014/12/23,,31,28,38,33,24,65,18,41,3,59,37,31,48,56,34,41,7,33,24,7,31,35,0,27,5,16,18,28,45,16,41,59,28,50,80,86,13,75,36,54,50,58,29,2,7
0,2014/12/24,,25,30,0,45,45,68,26,46,3,25,25,34,41,40,38,26,19,24,34,7,18,50,0,28,4,15,20,16,15,18,39,62,21,38,79,89,11,100,42,46,28,60,30,3,8
0,2014/12/25,,49,45,0,38,36,71,27,49,2,27,33,21,25,17,41,31,11,29,39,6,14,31,0,23,5,17,25,17,22,15,38,55,17,30,71,71,9,93,44,46,45,63,31,3,9
0,2014/12/26,,22,65,0,28,34,72,3,56,3,40,40,25,29,37,46,33,11,27,39,6,24,29,0,20,2,16,33,15,30,21,61,58,40,43,65,75,13,99,39,46,0,53,31,2,8
0,2014/12/27,,37,42,0,34,40,74,12,58,3,61,26,27,27,27,54,34,21,23,33,6,19,30,0,22,2,18,39,0,40,18,61,69,31,41,56,84,13,84,50,56,27,58,32,2,9
0,2014/12/28,,39,29,41,14,43,71,27,50,5,24,23,26,52,65,54,53,14,30,18,7,23,28,0,21,2,19,30,15,39,21,59,69,68,43,61,87,15,93,43,69,41,63,33,2,8
0,2014/12/29,,30,43,0,38,28,64,18,43,9,36,43,28,82,89,44,33,15,32,31,7,29,26,0,27,3,19,39,20,52,20,58,69,18,60,57,87,14,87,52,69,72,46,32,5,7
0,2014/12/30,,35,44,37,17,33,70,13,42,6,33,40,36,83,66,64,38,15,34,24,7,28,28,0,25,2,18,40,21,43,17,49,73,24,99,60,93,15,81,40,65,0,57,32,5,8
0,2014/12/31,,44,31,41,29,40,67,33,50,6,24,31,32,44,51,80,32,23,32,20,6,31,30,0,24,2,20,36,16,39,21,41,79,20,56,57,100,16,83,34,60,41,63,32,4,7
0,2015/1/1,,52,27,0,30,35,66,22,51,4,17,33,27,36,26,71,27,18,31,37,6,22,31,0,17,2,20,35,17,41,19,35,70,22,45,57,83,13,83,45,67,43,79,33,3,7
0,2015/1/2,,36,34,38,27,32,66,26,40,4,26,27,37,55,52,55,27,21,31,36,6,26,31,0,24,3,19,33,43,31,20,37,68,33,64,58,90,16,89,38,68,0,60,34,3,8
0,2015/1/3,,33,44,0,28,31,75,17,42,3,31,18,31,48,33,74,39,22,33,30,7,32,37,0,22,2,19,36,15,44,30,37,71,35,51,65,97,14,82,46,67,35,63,34,4,8
0,2015/1/4,,28,57,0,37,35,72,23,44,3,23,35,34,60,72,63,33,23,43,38,7,36,41,49,22,2,18,32,74,38,23,43,71,15,50,69,97,18,83,48,84,52,61,35,4,8
0,2015/1/5,,24,59,0,24,38,61,31,41,3,47,72,44,94,100,42,39,20,47,47,6,53,29,0,29,1,18,41,38,50,23,49,75,14,79,82,89,19,73,28,79,34,54,32,3,7
0,2015/1/6,,24,64,33,24,33,60,19,53,4,53,100,50,67,75,55,43,25,55,36,6,53,29,0,32,3,20,87,38,51,23,50,76,17,71,89,86,17,88,37,71,22,59,30,3,7
0,2015/1/7,,55,57,33,35,42,62,24,42,3,46,81,51,63,66,52,38,19,53,32,7,58,29,0,84,100,21,63,37,53,24,45,85,11,66,83,85,19,74,34,71,37,59,30,3,9
0,2015/1/8,,39,71,0,54,34,60,16,40,3,49,58,43,70,59,59,42,17,67,43,7,52,27,0,93,78,19,83,37,44,28,44,100,33,73,96,83,19,80,37,73,65,56,30,3,8
0,2015/1/9,,32,66,0,36,30,65,21,44,3,40,62,70,68,62,51,39,17,57,73,8,45,27,0,100,59,20,53,51,60,27,47,75,17,59,86,83,14,73,45,60,68,55,32,3,8
0,2015/1/10,,32,52,58,21,46,70,21,38,3,34,31,39,40,35,50,43,16,38,58,9,29,30,0,79,34,20,39,15,30,22,38,74,19,50,64,95,12,81,36,55,51,54,38,2,8
0,2015/1/11,,27,60,76,45,38,75,26,38,3,22,24,41,63,68,58,42,21,51,25,15,44,29,0,81,27,22,44,29,32,36,39,69,19,48,71,93,19,73,43,67,0,67,38,2,9
0,2015/1/12,,62,59,65,39,41,68,32,38,4,51,52,64,88,94,48,34,21,60,39,23,60,28,0,85,24,19,46,43,46,33,43,61,32,78,68,87,18,66,36,64,22,56,33,3,7
0,2015/1/13,,50,89,48,45,36,65,25,36,4,70,81,50,60,72,47,36,23,67,38,22,58,32,0,64,17,19,61,49,63,33,47,62,28,75,85,82,19,64,32,69,21,60,34,3,9
0,2015/1/14,,59,82,33,54,32,65,24,36,4,49,63,61,68,64,57,44,22,60,50,15,60,33,42,65,14,21,71,43,59,28,43,63,30,67,81,84,20,71,32,65,65,54,35,3,8
0,2015/1/15,,24,69,33,54,33,59,25,29,4,81,50,62,62,59,41,54,13,68,57,11,61,30,42,64,13,20,56,25,65,24,48,58,24,63,71,84,18,66,30,59,66,49,32,3,7
0,2015/1/16,,49,55,34,40,29,60,22,32,4,67,51,52,57,57,44,30,24,62,47,10,54,25,43,63,14,19,78,58,53,23,43,57,20,64,75,87,20,68,23,64,23,52,30,2,8
0,2015/1/17,,23,58,38,55,44,62,25,35,9,53,33,39,38,32,54,37,29,52,12,9,37,25,0,46,6,18,26,29,31,19,35,63,14,46,60,93,16,70,40,64,0,60,32,2,8
0,2015/1/18,,36,55,0,27,40,76,18,34,9,64,36,34,62,63,60,41,28,65,29,11,44,28,0,44,7,19,54,29,56,22,40,62,31,47,72,90,19,73,46,78,38,61,32,2,8
0,2015/1/19,,39,69,0,42,31,61,24,30,4,70,28,39,69,70,54,45,20,59,31,10,53,27,0,46,5,18,55,12,53,20,39,57,12,69,84,85,16,68,45,76,32,64,28,2,7
0,2015/1/20,,54,66,32,57,37,61,24,32,3,70,52,57,75,81,58,40,26,64,17,7,58,26,0,49,5,18,50,37,54,27,47,58,19,69,81,84,24,67,29,58,32,59,29,2,6
0,2015/1/21,,38,74,65,46,33,61,25,35,3,32,44,82,84,77,51,44,55,74,26,7,74,30,0,52,5,20,61,61,69,24,47,63,43,70,87,82,19,84,37,64,29,56,36,2,8
0,2015/1/22,,39,71,33,46,28,64,23,31,3,35,42,59,64,65,54,36,38,66,21,7,74,27,41,43,4,20,77,37,64,33,46,59,32,73,81,81,20,65,27,68,32,53,33,2,7
0,2015/1/23,,48,61,45,51,33,70,28,29,3,40,57,53,71,57,56,45,27,59,11,6,65,27,0,42,4,21,39,44,46,29,50,59,28,62,80,85,20,65,39,61,30,56,34,2,7
0,2015/1/24,,32,55,0,36,34,69,26,39,3,34,32,33,34,37,55,17,19,42,18,5,35,30,0,34,3,20,51,14,30,19,35,57,23,44,63,88,18,72,38,62,0,46,39,2,8
0,2015/1/25,,72,51,38,36,41,66,29,50,3,56,37,43,61,66,40,36,25,58,20,6,39,31,0,38,4,25,52,58,53,18,33,61,24,45,79,91,19,72,49,69,25,62,52,2,25
0,2015/1/26,,58,59,64,38,38,69,20,76,4,41,32,59,79,89,50,45,19,65,45,6,57,29,41,40,5,25,56,48,56,23,45,59,13,73,91,82,23,65,32,74,35,52,89,2,74
0,2015/1/27,,49,70,32,23,36,65,21,100,3,75,42,51,64,68,40,36,24,79,41,6,68,28,81,41,3,25,56,42,49,28,44,58,24,64,78,80,20,63,38,67,0,56,100,2,100
0,2015/1/28,,46,62,32,75,41,65,34,56,3,35,28,56,61,64,49,44,23,68,38,6,69,29,0,42,3,20,48,48,59,26,42,59,13,74,90,82,23,68,32,79,21,59,48,2,29
0,2015/1/29,,46,69,48,34,38,61,25,49,5,35,46,63,73,60,39,41,15,71,38,7,64,27,0,42,3,20,46,55,62,27,43,61,8,69,88,83,24,64,35,59,43,64,36,2,15
0,2015/1/30,,36,42,0,63,32,65,18,43,4,39,39,55,64,59,44,36,21,53,32,6,58,26,0,41,3,21,38,38,44,20,39,56,17,67,82,83,22,62,34,62,22,55,36,2,11
0,2015/1/31,,32,42,38,31,41,69,39,42,3,34,25,32,44,37,54,23,20,40,33,7,35,25,0,29,2,19,46,21,40,25,32,59,35,46,60,91,16,70,50,67,25,63,39,2,10
0,2015/2/1,,26,38,0,79,32,69,15,62,4,36,42,36,57,64,52,51,19,50,32,7,34,26,0,37,2,20,40,28,47,21,34,62,23,43,62,88,18,66,45,74,24,53,44,2,14
0,2015/2/2,,57,65,32,26,29,63,27,81,3,35,43,51,68,85,43,45,15,62,31,7,58,25,0,40,2,17,73,48,60,26,39,60,16,71,85,79,22,62,32,61,32,56,43,2,12
0,2015/2/3,,30,67,0,64,36,62,24,56,3,47,56,64,66,72,43,47,16,63,31,7,68,27,0,47,2,19,69,60,65,28,40,66,34,72,91,84,25,68,35,74,35,53,37,2,9
0,2015/2/4,,54,73,32,30,34,61,38,44,4,51,70,78,49,62,53,47,26,67,47,6,60,29,0,49,3,19,55,61,55,26,43,60,16,70,87,82,21,66,40,65,53,57,32,2,8
0,2015/2/5,,38,93,49,65,31,62,38,41,4,51,59,76,75,58,60,37,18,69,35,6,65,34,41,47,3,21,64,31,64,22,43,60,24,65,88,86,25,67,38,61,53,58,32,2,10
0,2015/2/6,,48,57,34,68,33,65,32,36,3,40,52,72,70,57,42,32,21,59,25,5,56,31,0,42,2,21,34,77,65,25,43,59,14,64,85,85,22,66,34,61,22,55,34,2,8
0,2015/2/7,,27,37,0,40,41,70,31,37,3,22,21,34,35,31,69,38,14,37,37,6,36,27,0,29,2,22,26,21,51,36,30,59,31,52,71,90,19,68,29,56,42,60,37,2,8
0,2015/2/8,,36,64,56,44,36,70,34,44,4,22,26,35,71,62,59,44,18,60,20,6,46,30,0,31,2,21,53,14,60,34,37,59,22,45,79,89,26,73,46,71,42,58,38,2,8
0,2015/2/9,,30,67,32,30,36,63,20,46,3,35,36,58,73,83,49,48,17,77,21,6,65,29,0,43,2,21,80,49,79,41,48,58,18,77,83,84,26,61,38,62,21,66,35,2,7
0,2015/2/10,,46,67,32,56,34,58,55,40,3,50,43,74,58,64,50,49,20,78,34,5,71,32,41,44,2,20,67,36,73,22,47,58,20,70,95,85,24,61,34,57,21,58,33,2,7
0,2015/2/11,,61,91,64,38,39,60,40,33,3,35,29,61,56,57,47,35,31,71,41,6,64,29,41,48,3,22,67,42,87,21,45,58,19,70,80,82,20,63,27,63,43,54,31,2,7
0,2015/2/12,,43,63,33,39,45,60,38,33,3,39,36,59,59,53,52,54,22,73,21,6,60,27,0,46,2,19,80,62,62,20,41,60,14,72,90,83,27,67,30,62,33,47,30,2,7
0,2015/2/13,,32,51,34,20,28,61,21,32,3,35,35,47,56,46,44,46,17,64,22,6,54,24,0,40,2,19,64,19,57,20,40,61,14,68,72,80,30,63,35,63,22,51,31,2,7
0,2015/2/14,,55,35,0,27,31,63,25,38,3,30,18,27,35,27,38,26,18,41,29,5,35,28,0,35,4,19,42,87,48,17,29,59,16,49,61,87,25,64,35,52,26,52,34,1,10
0,2015/2/15,,18,52,0,41,44,65,17,50,3,34,15,34,53,62,54,45,22,58,42,6,50,29,49,38,9,22,45,29,49,18,32,71,13,45,70,90,25,68,46,66,26,49,42,1,11
0,2015/2/16,,48,48,33,78,36,63,34,62,3,26,14,55,69,69,48,44,17,66,29,7,60,27,0,42,6,18,54,38,65,21,41,73,33,71,83,88,23,63,34,65,29,51,40,1,9
0,2015/2/17,,84,64,0,63,41,58,32,66,3,16,24,59,67,72,51,41,28,68,29,11,63,29,42,44,4,22,56,38,57,21,44,67,41,75,89,88,27,64,32,59,33,54,37,1,7
0,2015/2/18,,47,64,33,62,36,59,35,48,3,45,29,63,60,61,48,51,25,74,46,23,60,29,0,44,3,21,67,49,66,25,46,67,14,69,98,85,28,60,34,61,0,57,32,1,7
0,2015/2/19,,39,63,33,66,36,61,36,40,5,45,32,49,73,57,44,57,15,69,16,100,68,28,83,45,3,22,58,25,87,28,54,76,8,72,85,84,24,67,39,65,22,62,31,1,7
0,2015/2/20,,36,48,34,36,32,62,21,40,6,23,19,52,60,49,53,30,17,62,33,92,54,30,0,46,2,23,69,32,60,27,60,78,28,64,77,85,20,66,44,63,34,50,35,1,7
0,2015/2/21,,73,39,38,63,24,71,26,52,4,30,18,29,33,29,65,45,18,48,43,24,35,27,48,35,2,20,49,43,47,24,44,65,28,46,59,94,19,67,45,72,100,61,37,1,8
0,2015/2/22,,47,56,37,31,37,74,41,49,4,17,20,42,62,62,64,42,29,66,24,13,51,29,0,39,5,22,71,56,50,25,42,62,14,46,77,91,21,69,44,68,25,53,37,1,8
0,2015/2/23,,65,96,64,38,32,66,30,38,3,31,34,55,82,80,52,30,17,77,24,11,66,30,40,52,5,19,84,60,62,34,48,63,16,74,85,86,25,64,47,72,49,52,31,1,7
0,2015/2/24,,34,62,32,41,46,66,22,38,3,47,35,54,69,64,41,39,21,90,31,9,72,30,40,46,4,19,71,42,65,28,49,66,13,76,95,86,27,59,30,67,35,59,31,1,7
0,2015/2/25,,49,68,32,67,33,64,36,41,3,28,31,70,56,55,41,48,18,74,31,8,73,31,0,43,3,21,84,36,66,25,43,59,24,76,83,87,25,64,43,71,35,56,32,1,7
0,2015/2/26,,73,82,32,38,40,64,25,51,3,48,25,63,68,52,47,36,22,74,24,7,75,31,41,43,2,20,48,30,74,26,44,59,16,75,78,85,27,62,36,69,29,59,29,1,7
0,2015/2/27,,24,59,33,86,32,62,24,36,3,33,23,53,51,48,44,41,26,66,43,6,60,27,0,37,2,21,41,31,50,20,38,57,30,64,82,83,22,62,36,54,22,56,27,1,7
0,2015/2/28,,33,40,0,27,40,75,26,36,3,41,19,30,36,30,52,27,20,46,30,5,34,31,0,29,2,20,56,21,54,23,34,58,15,53,77,91,17,66,33,57,49,54,33,1,8
0,2015/3/1,,39,40,36,39,35,84,41,43,3,40,13,37,58,61,71,50,19,67,39,7,53,32,46,30,2,21,57,62,54,31,35,58,18,46,73,90,19,69,47,67,24,69,34,1,8
0,2015/3/2,,41,65,32,41,30,73,26,37,3,28,27,60,85,81,92,37,24,73,37,7,77,36,0,40,2,22,68,60,52,38,47,54,16,76,81,85,30,58,37,62,28,74,30,1,7
0,2015/3/3,,53,65,32,52,34,65,27,35,4,47,32,54,65,64,100,64,30,83,34,7,79,38,0,40,2,20,62,42,71,29,47,57,16,82,88,83,27,62,37,68,28,98,28,1,7
0,2015/3/4,,30,56,0,60,37,66,30,38,4,47,27,55,67,57,81,56,30,74,44,7,76,33,0,43,1,21,86,24,60,27,46,56,18,81,84,81,25,60,34,54,42,66,32,1,7
0,2015/3/5,,31,79,32,49,33,66,22,61,3,29,16,64,68,51,80,52,26,80,38,6,66,31,0,37,2,21,63,36,66,26,48,58,8,73,88,82,23,61,32,67,21,62,33,1,7
0,2015/3/6,,52,59,51,40,32,63,27,39,3,17,13,85,61,53,63,43,29,57,33,7,58,31,0,33,2,21,64,51,55,19,44,57,20,68,67,84,22,61,41,53,22,53,30,1,8
0,2015/3/7,,63,20,0,41,34,72,29,27,3,49,13,48,33,31,69,43,20,42,16,9,45,29,0,24,2,21,46,22,43,17,37,53,22,53,68,93,19,65,46,59,25,57,31,1,8
0,2015/3/8,,67,56,38,49,34,70,34,26,3,44,12,53,69,67,66,44,15,55,24,11,57,31,0,32,1,22,79,14,59,20,37,54,19,53,65,90,20,65,40,72,33,54,31,1,8
0,2015/3/9,,42,70,64,34,34,65,22,22,3,19,15,70,89,85,49,57,12,73,21,15,85,28,0,36,3,22,76,42,86,31,49,53,29,84,79,86,33,60,28,57,50,53,27,1,6
0,2015/3/10,,60,81,42,60,30,63,25,20,3,34,18,70,64,62,58,42,19,79,58,16,80,31,40,36,1,22,51,78,73,29,48,54,18,89,85,83,29,60,30,63,49,56,26,1,7
0,2015/3/11,,38,56,48,72,32,69,27,20,4,38,10,70,70,57,55,39,17,80,34,22,84,31,0,40,2,21,100,43,59,26,48,52,24,86,88,84,24,60,31,58,35,51,26,1,7
0,2015/3/12,,31,75,0,53,32,65,32,20,4,35,10,69,61,50,43,40,19,77,45,32,82,32,0,33,3,22,79,31,70,28,46,50,13,86,89,83,26,61,35,53,50,51,26,1,6
0,2015/3/13,,36,45,0,47,32,67,35,20,4,20,23,53,50,44,51,57,20,61,40,52,62,31,42,29,2,23,66,25,61,33,47,49,21,77,85,80,28,62,24,60,33,49,27,1,7
0,2015/3/14,,33,65,0,26,33,81,23,21,8,29,12,32,38,27,46,51,19,34,32,78,40,32,0,22,1,29,56,28,41,20,40,51,9,53,55,88,33,66,42,54,25,54,33,1,7
0,2015/3/15,,48,64,37,30,37,76,36,23,7,44,27,34,72,62,43,42,32,52,40,75,48,30,46,32,2,29,45,14,60,24,39,52,12,55,80,85,36,61,35,69,24,55,34,1,7
0,2015/3/16,,57,78,48,56,27,61,23,21,7,38,24,65,73,78,51,49,25,61,38,42,68,33,40,36,2,25,78,18,84,28,47,53,13,91,100,83,37,61,20,63,35,58,29,1,7
0,2015/3/17,,61,73,32,68,32,62,29,19,5,38,19,57,73,59,43,46,31,69,34,27,79,32,0,37,2,23,71,54,62,24,40,51,16,82,93,81,39,59,35,60,21,60,31,1,7
0,2015/3/18,,57,70,48,41,39,64,29,20,5,50,20,66,65,52,45,49,20,68,20,21,71,28,41,43,7,21,73,24,72,27,44,51,26,85,95,81,42,69,31,60,21,49,31,1,6
0,2015/3/19,,30,82,0,38,27,66,31,21,4,50,27,64,61,49,45,48,30,69,26,20,70,34,0,43,7,21,65,60,63,26,43,51,18,75,66,82,47,61,27,61,21,52,28,1,6
0,2015/3/20,,20,53,66,47,28,64,24,24,4,29,20,50,59,45,49,55,18,57,39,12,54,30,0,37,5,21,67,37,36,21,42,50,14,77,81,79,47,60,23,55,22,46,28,1,6
0,2015/3/21,,72,34,0,44,33,73,21,23,4,33,12,26,32,26,51,41,15,39,28,9,36,30,0,26,4,21,54,28,64,22,37,50,22,56,58,90,34,66,44,59,99,58,34,1,7
0,2015/3/22,,87,60,37,39,32,72,29,21,4,32,14,43,62,56,62,44,22,46,31,11,55,29,0,29,3,22,52,14,76,25,37,52,24,58,66,89,37,69,30,63,24,61,31,1,7
0,2015/3/23,,64,71,47,41,29,66,21,21,3,44,17,63,72,74,60,48,16,81,37,10,77,31,0,38,1,22,85,48,81,30,44,53,13,93,83,85,39,63,34,61,42,53,29,1,6
0,2015/3/24,,53,68,32,48,32,69,36,18,3,37,16,53,69,55,52,59,19,71,47,9,77,31,40,43,3,21,62,71,84,28,47,54,18,90,81,83,38,59,38,60,31,60,31,1,7
0,2015/3/25,,56,85,47,55,30,60,27,16,3,60,19,62,55,45,45,37,26,75,45,7,72,35,0,41,2,19,63,26,85,23,41,50,58,78,76,77,34,51,26,58,31,57,32,1,7
0,2015/3/26,,62,63,0,100,29,67,15,17,4,33,18,60,50,50,53,58,25,66,40,6,75,100,0,61,4,23,45,28,69,24,43,48,9,78,84,73,30,55,23,68,49,64,31,1,6
0,2015/3/27,,36,59,67,55,30,72,37,18,4,36,12,49,43,44,52,57,45,55,29,7,58,54,42,40,3,19,63,57,56,23,41,51,14,71,77,81,31,58,38,49,59,65,30,1,7
0,2015/3/28,,34,33,0,100,35,71,32,19,4,24,12,31,30,25,53,33,22,43,26,6,40,37,0,30,2,21,27,31,49,17,32,52,20,53,60,89,24,60,43,60,0,51,34,1,7
0,2015/3/29,,61,36,39,55,27,75,36,19,5,23,12,38,64,59,50,39,16,41,46,7,40,37,0,35,2,21,48,30,49,20,50,51,19,49,76,88,30,61,49,61,26,54,37,1,7
0,2015/3/30,,57,63,64,83,35,67,38,18,6,38,8,55,78,72,48,70,20,54,48,7,68,33,0,38,2,20,52,48,78,23,59,51,11,97,86,83,35,59,28,64,53,51,33,1,6
0,2015/3/31,,31,60,32,95,29,62,46,16,10,54,19,65,52,57,48,62,23,67,100,7,65,34,0,36,2,22,56,12,67,24,54,51,11,82,77,81,29,57,44,70,35,67,36,1,7
0,2015/4/1,,62,44,65,81,37,65,36,16,21,32,27,52,56,52,98,74,14,64,21,7,63,39,41,35,2,22,60,18,68,26,47,52,13,92,78,83,59,57,32,65,43,75,33,1,12
0,2015/4/2,,61,47,34,73,38,75,30,17,22,20,18,53,60,48,65,77,17,49,37,7,61,38,0,33,8,22,67,38,65,29,46,51,11,78,77,85,100,58,26,66,45,79,35,1,8
0,2015/4/3,,39,32,0,69,34,75,23,18,17,22,13,50,48,41,57,53,16,35,35,6,38,56,0,31,7,20,32,41,62,24,44,51,27,78,58,86,70,59,33,65,24,70,36,1,8
0,2015/4/4,,28,39,0,34,40,75,27,17,17,17,5,31,30,24,69,50,18,33,21,6,30,38,0,27,3,20,34,29,51,22,37,52,14,53,56,92,73,66,34,66,52,58,36,1,8
0,2015/4/5,,47,30,0,56,35,76,30,20,10,19,12,34,56,52,63,35,19,30,30,6,40,31,0,31,5,20,35,45,67,21,35,51,20,45,62,82,75,61,45,58,26,58,34,1,7
0,2015/4/6,,41,58,68,64,32,72,25,16,5,27,17,57,82,79,52,61,17,51,17,7,56,32,0,37,4,20,58,64,76,25,40,51,17,93,65,85,99,62,27,54,38,57,33,1,6
0,2015/4/7,,51,65,32,86,33,78,49,16,4,56,21,56,64,59,48,69,22,62,38,7,81,38,0,44,4,20,75,12,73,32,41,50,26,91,78,85,83,60,32,60,21,70,32,1,7
0,2015/4/8,,54,47,32,61,34,74,16,18,4,48,30,57,56,56,56,52,23,57,28,6,74,54,0,39,4,21,65,36,59,28,41,52,16,96,89,83,73,58,31,65,0,76,33,1,7
0,2015/4/9,,81,66,32,76,32,79,28,17,4,29,14,51,53,47,57,52,17,58,42,5,69,86,0,36,2,21,59,55,67,31,44,52,24,93,83,82,65,55,33,51,72,89,34,1,8
0,2015/4/10,,34,37,0,32,79,76,6,16,9,67,29,52,44,55,25,9,8,51,40,37,58,100,0,50,3,4,27,51,24,35,17,83,52,70,69,88,82,61,27,68,26,67,39,77,39
0,2015/4/11,,48,27,38,44,65,75,4,16,10,36,16,47,32,33,26,4,6,41,32,49,42,33,0,45,3,3,22,16,18,28,14,80,42,52,59,94,66,64,33,73,27,51,39,61,44
0,2015/4/12,,50,24,38,39,75,78,6,18,8,23,22,42,75,74,26,6,9,54,36,43,50,22,0,48,3,4,25,47,29,28,15,83,50,49,66,92,70,67,34,77,40,53,39,69,40
0,2015/4/13,,100,50,32,66,72,79,7,19,8,72,20,81,97,100,26,9,12,73,49,33,70,20,0,73,3,4,32,40,39,44,19,88,42,90,67,92,81,61,27,78,28,57,34,83,37
