cat,date,gprop,2008 financial crisis,natural disasters,China unemployment rate,Middle East war,gust,rain,Syria war,snow,typhoon,oil crisis,oil stocks,unemployment rate,Unemployment benefits,unemployment,mountain fire,forest fire,heat wave,global warming,strong wind,cyclone,climate change,tornado,Libyan crisis,terrorism,terrorist attack,hurricane,economic crisis,economic recession,financial crisis,rainfall,Flood,cold,cold wave,pest,high temperature,dry,drought,frost,heavy rain,damp,pests and diseases,hail,storm,Ebola,blizzard
0,2010/1/11,,33,34,39,17,36,48,40,44,59,38,36,66,38,81,70,11,52,56,35,16,36,10,0,81,8,47,27,69,22,25,19,88,100,55,69,94,38,69,7,80,30,30,24,48,38
0,2010/1/12,,39,41,57,32,44,48,0,37,71,29,23,54,28,55,56,11,60,57,23,16,33,14,0,77,6,48,30,47,30,30,21,78,29,54,68,93,34,67,6,67,0,35,23,44,39
0,2010/1/13,,39,80,39,24,59,46,78,42,71,12,17,55,27,48,67,8,37,54,46,20,36,12,0,75,7,60,27,52,35,33,19,71,39,59,71,87,39,69,7,69,0,28,23,51,33
0,2010/1/14,,40,100,40,17,58,48,40,34,71,13,18,55,23,45,66,10,47,54,35,18,38,12,0,78,10,63,22,40,34,28,21,65,60,59,52,90,25,65,7,81,30,29,23,50,31
0,2010/1/15,,21,75,41,17,47,51,0,31,62,27,28,46,20,39,67,5,34,50,0,16,28,10,0,72,9,64,21,50,31,27,22,64,63,54,59,86,32,63,10,53,28,32,23,56,37
0,2010/1/16,,77,85,51,21,55,55,0,30,74,16,23,31,12,26,74,5,30,34,30,16,18,13,0,54,4,51,15,31,24,21,19,68,26,45,61,89,28,69,9,52,51,32,26,43,37
0,2010/1/17,,50,67,0,21,34,60,0,32,83,24,22,35,35,75,67,7,29,42,30,17,25,15,0,70,3,57,28,60,23,25,18,67,25,45,48,87,25,68,11,89,25,28,26,42,38
0,2010/1/18,,40,79,39,16,47,57,39,31,80,19,53,40,32,65,78,5,40,51,46,18,32,12,0,61,5,48,18,32,21,45,21,66,20,61,64,91,33,70,9,81,0,24,25,63,31
0,2010/1/19,,0,87,38,24,53,60,0,29,76,37,61,56,30,65,73,15,26,50,23,18,34,68,0,59,4,60,24,68,20,65,27,62,0,61,73,90,48,66,8,78,39,28,25,71,35
0,2010/1/20,,26,73,76,16,38,64,40,28,84,25,18,61,28,60,69,6,32,49,46,18,32,62,0,83,2,50,25,47,24,71,29,63,59,61,53,86,42,65,9,76,20,36,25,53,34
0,2010/1/21,,26,54,0,16,45,69,0,28,78,21,53,62,22,50,72,9,23,50,93,19,34,38,0,75,7,59,25,32,26,100,28,65,20,56,69,83,45,66,10,89,20,42,26,72,38
0,2010/1/22,,28,47,41,17,44,65,41,30,70,26,43,70,21,47,66,5,30,42,73,22,25,43,0,70,7,50,45,44,16,91,25,61,52,50,77,84,39,62,11,68,21,56,27,77,31
0,2010/1/23,,26,64,50,0,42,62,0,31,91,16,46,40,14,27,62,8,22,33,30,35,20,24,0,66,10,50,12,34,17,50,21,63,64,40,38,87,34,64,8,83,26,41,27,50,45
0,2010/1/24,,25,50,0,20,41,63,0,30,98,16,22,36,39,73,74,7,29,39,29,33,25,19,0,73,6,53,21,60,26,35,21,67,25,38,44,80,37,68,14,72,0,30,26,64,37
0,2010/1/25,,38,67,37,16,43,59,38,28,62,20,26,50,38,80,61,4,34,47,0,13,33,17,0,72,5,57,24,67,23,49,26,62,38,57,56,92,26,63,10,85,0,25,24,48,39
0,2010/1/26,,19,68,0,32,52,54,0,28,66,0,34,62,29,60,62,12,14,49,30,15,32,13,0,66,3,50,20,57,27,42,23,64,39,56,59,81,44,65,11,71,0,30,23,56,30
0,2010/1/27,,19,47,38,0,55,51,0,27,76,16,61,61,25,50,79,9,51,50,30,19,34,13,0,67,4,54,39,41,20,37,23,64,19,58,81,86,40,66,12,66,19,31,23,50,32
0,2010/1/28,,39,64,0,32,59,51,39,28,63,21,35,70,25,47,84,8,14,53,46,23,36,13,0,65,4,47,30,31,20,37,25,59,20,57,64,83,37,59,14,73,20,31,25,59,37
0,2010/1/29,,21,28,0,17,34,54,0,34,63,26,49,42,21,45,48,8,18,47,32,23,32,13,0,71,3,46,27,38,15,29,23,66,21,59,62,88,39,64,13,58,21,37,26,66,33
0,2010/1/30,,25,33,49,0,53,58,0,45,73,16,23,37,13,30,58,4,26,33,30,20,19,11,0,48,5,40,19,34,15,23,17,67,25,32,43,92,29,69,14,49,25,26,28,47,40
0,2010/1/31,,25,36,48,40,22,56,0,38,66,31,22,46,36,73,73,12,25,37,0,22,28,11,0,58,6,48,22,59,18,26,18,71,0,46,36,87,36,67,13,86,33,29,27,56,43
0,2010/2/1,,57,46,37,39,32,51,38,30,64,37,17,54,38,78,55,9,31,47,34,17,35,12,0,67,5,48,42,67,22,30,21,66,0,57,69,91,23,63,15,95,19,30,22,52,31
0,2010/2/2,,19,66,37,24,49,51,0,30,74,18,45,62,24,56,67,10,33,51,22,26,38,12,0,71,4,51,30,41,14,33,21,66,19,58,81,88,30,66,15,59,19,28,24,73,37
0,2010/2/3,,45,58,37,48,76,52,0,35,81,31,43,57,23,45,40,6,34,55,23,33,38,13,0,81,13,50,32,67,20,30,22,63,20,58,78,84,33,64,16,87,0,27,27,68,36
0,2010/2/4,,19,51,38,32,21,54,39,36,84,19,58,57,23,45,62,7,34,48,23,60,34,12,0,70,8,56,25,55,23,39,21,65,19,52,61,83,35,68,12,63,20,26,28,69,41
0,2010/2/5,,20,43,0,25,49,63,0,43,68,17,24,100,23,43,56,10,21,44,24,32,28,12,0,52,11,56,33,38,20,37,21,60,20,46,71,83,30,63,29,56,41,30,34,63,47
0,2010/2/6,,38,34,0,21,42,71,50,70,84,16,45,57,14,25,61,5,22,38,29,23,23,15,0,52,6,51,20,40,13,45,18,63,0,45,17,95,29,71,35,87,0,27,39,70,87
0,2010/2/7,,41,34,48,20,22,67,0,55,97,31,36,37,32,67,56,5,21,39,29,21,24,12,0,49,6,59,33,39,22,52,19,66,24,31,55,90,37,69,32,63,24,33,33,53,54
0,2010/2/8,,19,42,0,16,44,56,0,51,62,20,34,53,35,72,78,4,37,49,22,22,33,11,0,70,4,57,31,57,18,38,22,64,0,60,80,86,47,63,22,69,29,28,29,62,44
0,2010/2/9,,25,57,37,24,46,57,76,61,59,18,34,58,28,51,46,3,42,55,34,23,30,11,0,77,6,52,30,46,24,41,20,63,19,66,81,83,56,71,21,59,38,26,33,53,55
0,2010/2/10,,32,43,0,40,52,60,0,73,67,18,40,57,23,42,55,9,23,62,22,22,34,13,0,77,8,48,23,83,22,38,20,68,19,57,72,88,53,64,23,62,0,34,33,64,87
0,2010/2/11,,20,41,38,49,75,61,40,65,60,19,29,64,21,39,63,9,26,69,46,22,36,13,0,72,6,49,33,64,21,30,21,68,20,52,65,87,52,66,34,73,30,34,30,56,68
0,2010/2/12,,21,38,41,17,47,65,42,56,53,13,25,47,21,37,65,6,28,54,25,22,36,11,0,65,8,47,34,42,23,26,20,62,42,59,88,82,43,68,38,77,21,24,28,48,50
0,2010/2/13,,52,32,0,21,47,66,52,47,63,33,23,37,14,24,63,7,23,37,50,19,21,9,0,50,5,50,17,31,16,25,18,60,26,40,50,86,40,61,37,49,26,30,26,54,45
0,2010/2/14,,52,31,51,21,67,66,0,36,77,17,23,28,35,70,57,9,30,43,31,23,24,11,0,62,7,45,27,73,20,23,17,64,26,38,44,87,39,61,41,72,39,28,25,51,38
0,2010/2/15,,21,35,0,25,50,58,62,39,78,20,18,34,31,65,55,7,36,60,24,23,36,12,0,76,6,44,28,50,25,28,17,64,31,51,47,90,47,65,36,81,0,32,25,60,35
0,2010/2/16,,40,38,0,41,49,56,41,39,75,39,18,58,33,62,47,7,29,64,71,26,37,14,0,87,4,55,41,54,21,34,23,64,20,61,82,95,100,65,29,67,0,30,25,69,40
0,2010/2/17,,39,37,39,32,53,53,0,32,68,31,23,60,29,53,59,9,37,54,23,22,33,12,0,77,5,48,29,47,25,28,21,64,0,65,44,86,77,63,26,75,20,36,24,89,34
0,2010/2/18,,20,41,78,33,27,55,0,30,66,34,30,64,25,43,46,11,35,51,39,19,31,12,0,89,9,46,30,37,18,26,21,60,20,61,65,88,53,64,28,73,79,32,24,70,42
0,2010/2/19,,21,41,0,17,50,58,0,30,68,13,25,55,22,38,52,10,15,43,0,28,24,14,0,89,6,42,32,61,11,19,20,59,0,49,46,90,48,62,37,74,21,35,24,71,41
0,2010/2/20,,100,23,0,31,49,68,0,29,73,24,34,26,12,24,64,3,37,36,29,26,20,12,0,71,5,39,23,27,18,20,19,57,0,44,37,92,64,62,43,88,50,33,25,34,43
0,2010/2/21,,24,47,0,30,55,71,49,31,74,31,33,33,37,68,70,7,32,43,28,23,26,12,0,63,3,44,22,39,18,27,22,66,24,47,36,86,75,83,42,91,24,31,27,51,43
0,2010/2/22,,0,44,37,15,34,66,0,28,64,24,34,55,39,70,79,10,33,50,55,21,31,11,0,73,5,49,33,71,30,33,27,66,38,63,62,90,71,71,45,73,19,30,23,73,34
0,2010/2/23,,29,41,0,62,37,74,0,29,74,40,39,56,36,57,54,10,22,53,22,17,33,11,0,93,3,49,25,71,22,37,21,64,19,70,66,86,62,69,67,59,37,30,50,57,46
0,2010/2/24,,19,54,37,63,43,83,0,31,77,12,26,65,27,46,74,8,28,52,45,17,34,12,0,72,5,54,29,41,29,35,22,63,19,59,97,94,53,70,78,64,19,31,100,63,38
0,2010/2/25,,26,54,38,16,41,87,39,34,68,12,17,50,28,44,71,7,28,47,46,16,39,12,0,89,9,52,39,62,24,31,23,59,39,61,50,81,56,66,86,74,19,36,39,46,40
0,2010/2/26,,51,37,0,25,46,91,40,41,59,13,24,48,26,42,49,11,29,44,47,16,28,11,0,68,2,61,35,65,17,28,25,59,20,52,57,88,100,64,90,69,20,29,35,50,41
0,2010/2/27,,0,64,0,20,63,100,0,32,85,16,22,27,23,33,81,10,27,36,67,19,20,15,0,59,3,62,20,39,17,39,24,60,74,32,75,86,76,63,100,74,0,27,31,56,42
0,2010/2/28,,40,69,47,59,33,98,0,29,77,30,21,40,40,79,74,11,35,44,56,26,28,15,0,50,2,54,34,51,20,35,25,62,0,43,54,90,75,67,95,97,24,28,33,42,38
0,2010/3/1,,19,79,37,47,29,84,39,25,76,12,43,60,51,89,57,7,17,49,30,22,36,15,0,66,5,52,34,66,29,44,28,63,0,68,77,89,62,69,89,71,0,28,31,56,38
0,2010/3/2,,29,85,74,24,40,85,38,23,66,36,51,66,52,69,55,14,17,55,45,21,38,14,0,84,5,58,31,51,32,50,31,62,19,66,56,93,57,72,78,92,19,31,26,59,36
0,2010/3/3,,32,61,0,32,43,75,0,22,59,40,28,72,50,63,67,10,20,55,22,20,33,13,0,74,2,53,41,46,27,44,22,62,38,61,99,87,63,70,66,64,29,34,23,67,33
0,2010/3/4,,19,68,38,24,59,73,0,22,56,0,43,56,28,43,60,11,25,49,53,19,37,12,0,78,4,51,36,78,24,34,23,62,19,58,81,85,51,67,65,59,19,28,23,48,38
0,2010/3/5,,41,56,40,33,46,68,40,21,65,19,18,70,26,42,76,8,18,43,48,15,26,13,0,51,3,48,32,49,19,31,23,57,20,62,82,80,51,66,58,52,20,32,23,55,36
0,2010/3/6,,50,47,0,41,41,79,0,24,57,47,56,35,20,25,71,4,22,35,29,16,18,14,0,61,1,44,16,50,13,25,22,58,25,44,62,82,39,64,60,63,0,79,28,34,41
0,2010/3/7,,37,42,0,41,33,79,0,23,67,16,22,47,37,70,54,8,39,36,29,21,24,13,0,52,3,50,26,20,25,41,22,68,0,52,55,90,42,71,64,79,0,77,29,48,41
0,2010/3/8,,0,60,38,32,38,64,0,22,63,45,34,56,37,70,57,10,56,52,37,19,29,13,90,62,3,53,35,72,31,39,25,61,38,67,84,89,58,69,44,70,19,54,24,52,29
0,2010/3/9,,57,63,0,16,34,64,77,22,62,0,25,54,31,56,63,11,41,47,30,17,37,20,0,70,3,54,43,46,28,42,23,64,0,67,55,84,44,70,36,72,37,52,23,88,35
0,2010/3/10,,19,44,0,39,29,65,0,21,64,24,34,61,31,51,74,12,20,47,37,17,34,18,0,63,5,50,37,66,27,35,23,63,38,70,64,84,47,69,36,67,29,45,22,56,32
0,2010/3/11,,38,55,0,16,46,62,77,21,65,20,40,69,34,45,70,8,28,50,22,20,33,24,0,84,3,58,29,46,26,28,26,61,0,66,56,83,44,63,27,64,0,48,25,83,33
0,2010/3/12,,20,38,0,49,61,69,40,20,73,21,27,70,22,38,71,13,29,38,23,22,24,18,0,54,4,54,36,54,23,27,26,59,20,62,49,87,32,55,34,63,20,38,23,73,35
0,2010/3/13,,41,29,0,20,48,78,49,22,56,16,65,36,15,23,70,6,32,27,100,31,19,12,0,53,3,47,24,59,15,27,23,56,24,45,41,87,38,74,45,55,49,39,24,51,36
0,2010/3/14,,36,27,0,20,80,76,0,21,83,41,22,37,37,69,64,7,53,37,42,65,21,13,0,65,4,58,38,45,27,31,32,60,24,44,35,87,46,70,38,49,24,41,28,40,38
0,2010/3/15,,37,57,0,46,45,62,0,19,81,24,17,49,38,71,62,6,16,46,44,72,37,13,0,73,7,60,29,35,28,37,38,57,38,74,66,91,57,63,29,78,28,35,27,70,31
0,2010/3/16,,38,52,74,31,55,57,0,19,73,32,34,44,26,51,44,10,17,47,37,61,29,12,0,88,6,56,44,61,26,28,40,58,0,66,86,87,47,63,22,65,32,42,23,51,34
0,2010/3/17,,0,42,38,32,44,53,0,18,80,12,17,54,24,41,64,9,31,41,38,53,35,13,0,64,2,50,22,41,31,30,36,55,0,65,63,82,53,61,27,68,19,41,24,42,23
0,2010/3/18,,46,67,0,24,45,54,0,18,80,19,35,45,22,37,41,9,17,47,35,65,34,14,0,75,2,46,24,32,23,31,29,57,0,68,76,85,47,60,23,77,20,26,24,41,28
0,2010/3/19,,21,33,41,34,37,52,0,19,74,26,28,36,19,34,41,10,33,38,37,57,27,11,0,51,5,48,26,84,23,24,30,55,21,61,47,87,42,62,26,62,21,40,24,39,27
0,2010/3/20,,75,33,49,41,41,63,50,21,88,32,22,25,13,22,41,6,22,26,44,93,18,11,0,43,4,41,23,90,25,25,22,56,25,48,56,87,30,67,31,70,50,32,26,44,39
0,2010/3/21,,40,36,94,20,47,65,0,22,91,31,43,33,38,69,48,13,27,40,57,53,26,12,0,56,3,52,37,45,30,19,22,59,24,50,38,91,56,69,34,77,0,33,26,53,37
0,2010/3/22,,32,65,55,62,48,63,38,18,78,30,34,48,38,70,67,9,25,46,44,35,36,15,0,73,3,51,38,50,32,30,27,59,19,76,61,89,49,70,27,68,0,48,26,55,32
0,2010/3/23,,29,55,37,78,26,59,38,18,69,24,34,51,25,48,52,11,50,51,22,27,33,14,0,68,3,51,31,91,35,31,28,62,38,76,64,88,41,64,19,73,25,56,27,63,35
0,2010/3/24,,29,47,57,64,52,55,0,19,66,12,17,49,25,42,42,13,42,49,22,23,33,13,0,73,3,53,32,52,30,31,21,59,19,65,94,83,35,68,20,81,26,40,25,48,37
0,2010/3/25,,39,43,0,16,44,56,0,18,80,29,46,59,18,40,81,10,26,50,68,22,36,14,0,90,3,48,35,78,27,24,22,57,19,67,81,85,51,66,15,67,19,43,24,48,27
0,2010/3/26,,21,35,40,0,25,55,0,19,63,13,18,47,23,37,45,10,21,41,24,18,30,15,0,67,4,48,33,44,23,19,20,54,41,67,65,83,39,66,16,52,0,36,24,47,33
0,2010/3/27,,25,29,99,21,61,60,51,18,70,40,22,32,12,24,33,6,18,25,40,17,16,12,0,40,0,40,25,41,15,18,17,59,25,41,37,86,44,62,25,38,51,40,24,34,30
0,2010/3/28,,0,46,73,41,49,65,100,18,65,32,30,45,100,100,77,5,51,33,29,22,21,15,0,60,3,45,31,40,28,22,18,64,0,51,67,87,42,70,27,54,0,43,25,33,43
0,2010/3/29,,45,40,37,87,26,62,0,17,61,28,57,52,52,79,67,7,47,42,33,23,32,28,0,81,14,52,25,36,27,39,25,62,19,74,90,89,51,63,17,82,0,38,24,42,29
0,2010/3/30,,48,40,38,16,49,68,38,19,71,57,60,49,27,51,97,4,28,45,56,18,29,17,0,82,10,51,26,67,28,45,38,62,19,81,80,88,46,65,19,75,38,42,24,48,30
0,2010/3/31,,50,44,0,16,36,60,40,19,68,25,30,61,28,44,55,8,35,38,35,19,29,14,0,73,7,51,35,59,28,38,43,60,0,72,63,93,43,67,17,70,30,48,25,65,38
0,2010/4/1,,21,45,42,26,42,56,43,18,57,18,38,53,21,39,66,9,38,37,37,16,25,13,0,64,6,49,24,46,24,33,49,57,43,72,51,88,44,65,20,55,43,36,24,42,74
0,2010/4/2,,24,8,47,20,43,61,48,19,71,23,32,60,21,34,63,7,18,28,28,17,17,14,0,60,3,41,17,51,22,24,31,55,24,66,62,92,36,65,23,66,24,44,27,40,46
0,2010/4/3,,55,21,53,22,29,60,0,18,73,0,0,45,15,24,96,9,32,25,63,15,13,14,0,54,2,39,17,33,12,19,23,58,54,53,37,86,35,69,20,42,0,43,25,31,37
0,2010/4/4,,56,36,0,0,38,64,0,18,77,0,37,22,40,70,28,10,24,29,33,18,15,16,0,61,4,44,15,30,23,21,19,59,42,45,47,86,33,76,21,50,28,35,26,55,35
0,2010/4/5,,22,42,42,35,42,58,43,17,66,27,38,54,45,81,71,14,38,39,0,19,19,17,0,62,3,51,27,40,29,37,24,64,32,82,53,91,34,100,17,65,36,36,24,47,36
0,2010/4/6,,39,43,37,16,32,56,39,17,66,18,43,51,32,54,45,10,45,38,34,16,29,21,0,63,3,47,31,31,23,40,27,57,19,81,61,88,51,100,18,77,39,51,24,50,34
0,2010/4/7,,45,52,57,32,58,53,0,16,67,18,35,55,28,44,72,10,37,39,23,17,30,15,0,70,2,56,29,88,29,30,24,56,0,85,100,87,41,74,14,89,19,56,25,82,26
0,2010/4/8,,30,44,0,32,71,56,0,16,70,29,35,51,24,39,71,12,29,36,34,14,27,16,0,69,8,56,30,55,25,27,25,51,39,71,64,89,49,65,14,73,20,40,22,32,30
0,2010/4/9,,21,29,0,26,37,54,0,16,60,22,43,46,20,38,70,10,33,38,24,15,25,13,0,53,6,46,24,33,23,23,21,53,41,64,60,87,34,70,15,68,52,40,24,30,33
0,2010/4/10,,34,24,0,63,100,56,0,16,79,22,92,34,13,23,78,5,15,25,60,13,19,14,0,55,3,38,36,41,20,16,19,55,26,52,40,80,31,67,16,61,38,38,24,45,41
0,2010/4/11,,25,42,0,20,33,61,49,17,76,21,22,31,33,69,95,9,25,33,29,17,19,12,0,45,4,46,24,69,32,29,18,55,0,54,52,83,44,73,19,55,25,39,25,43,34
0,2010/4/12,,32,40,0,47,34,56,75,15,52,36,45,59,39,78,71,13,28,42,22,18,31,15,0,79,3,48,46,61,27,43,28,58,47,84,74,91,42,65,15,68,38,41,22,37,28
0,2010/4/13,,28,45,0,39,28,54,0,16,63,36,34,49,40,64,60,14,61,43,22,14,33,14,0,71,5,52,35,71,30,33,26,57,19,76,68,86,49,66,12,65,28,36,23,51,35
0,2010/4/14,,19,54,37,39,69,53,38,14,72,28,77,64,31,55,94,14,33,43,22,23,29,17,0,81,4,49,39,56,32,32,26,57,38,78,84,84,51,67,11,52,0,36,22,47,30
0,2010/4/15,,39,80,75,56,50,54,39,15,64,33,17,57,38,55,75,9,25,41,30,19,29,16,0,73,5,53,31,39,27,27,26,54,77,75,67,85,41,61,12,73,58,32,23,58,93
0,2010/4/16,,27,58,0,41,24,56,0,14,62,32,36,49,46,58,86,15,41,35,24,17,31,18,0,61,4,50,30,97,29,23,23,58,20,66,79,81,46,60,12,59,27,32,22,77,78
0,2010/4/17,,25,49,74,42,76,63,0,15,78,21,46,39,25,31,81,4,26,27,0,15,18,13,0,42,2,47,16,30,20,22,20,57,25,52,51,83,47,68,21,57,51,38,24,52,56
0,2010/4/18,,67,69,49,51,38,65,0,17,72,26,44,33,40,78,85,3,29,37,58,16,20,13,0,53,3,45,44,40,33,27,22,59,25,60,56,91,45,72,18,56,25,33,23,41,48
0,2010/4/19,,28,71,36,62,45,54,37,14,54,24,22,53,42,75,49,11,27,51,43,15,36,13,0,88,2,47,33,40,33,28,24,58,37,83,65,93,48,68,14,71,28,35,24,48,44
0,2010/4/20,,47,79,37,47,43,55,75,14,64,24,22,59,31,52,66,11,60,57,22,16,32,14,0,87,3,51,29,50,29,36,24,57,19,75,76,91,49,67,13,57,0,38,22,57,39
0,2010/4/21,,19,68,0,31,40,58,0,14,64,40,59,53,28,45,48,12,58,52,74,17,34,15,0,86,4,54,37,20,23,32,23,56,19,80,85,87,43,66,10,49,0,44,23,57,42
0,2010/4/22,,38,56,0,55,32,59,0,14,89,24,28,51,18,40,76,10,36,62,45,19,36,20,0,67,4,54,36,26,29,42,23,59,38,70,43,84,52,65,11,70,29,40,35,40,45
0,2010/4/23,,30,55,39,33,55,59,0,14,87,30,18,51,21,36,88,5,89,43,48,18,31,22,0,67,3,50,33,38,26,28,24,54,20,71,62,84,43,61,11,67,34,34,30,69,49
0,2010/4/24,,26,37,0,21,38,63,0,15,85,16,23,24,13,21,67,9,100,28,30,17,21,40,0,46,5,44,33,34,27,24,20,56,0,50,43,84,29,61,15,61,63,43,30,37,53
0,2010/4/25,,51,37,99,52,34,66,50,16,68,48,45,51,34,72,100,10,55,41,29,19,30,65,0,79,3,51,30,40,30,24,20,59,25,54,43,82,44,74,13,80,100,37,30,47,60
0,2010/4/26,,19,64,36,60,42,60,0,13,70,31,75,56,31,68,61,13,46,53,43,20,35,46,0,80,3,55,31,49,32,29,23,57,28,81,75,92,50,65,10,68,18,40,24,54,37
0,2010/4/27,,25,58,0,15,34,52,37,14,72,32,42,63,26,48,74,12,52,51,22,18,36,25,0,92,1,58,41,65,33,36,26,59,37,84,82,93,46,66,8,65,50,38,23,62,41
0,2010/4/28,,39,54,0,64,38,52,0,15,73,41,43,53,25,43,81,12,48,48,34,18,30,20,0,76,4,52,53,72,41,35,24,55,0,83,61,88,49,62,8,64,19,35,24,78,34
0,2010/4/29,,54,48,59,66,67,53,0,16,64,38,30,57,18,38,49,9,53,48,47,17,31,17,0,80,6,55,55,57,41,29,27,57,20,77,61,89,43,73,11,50,27,43,23,60,36
0,2010/4/30,,42,35,0,44,38,56,0,14,78,54,75,53,17,38,81,6,28,40,25,15,31,18,100,60,2,49,66,51,37,25,23,56,0,66,50,93,35,69,9,50,21,36,23,46,38
0,2010/5/1,,40,23,52,22,40,60,0,16,100,34,55,39,11,21,73,12,43,24,31,16,16,32,0,51,4,46,34,64,26,26,21,53,27,49,45,88,39,71,14,70,27,36,28,61,39
0,2010/5/2,,26,62,50,64,74,67,0,17,80,33,46,43,35,64,54,11,30,29,40,17,20,25,0,77,11,50,53,41,30,37,53,61,26,58,55,83,35,67,15,84,60,38,27,43,42
0,2010/5/3,,40,62,0,24,77,60,0,14,70,84,100,54,30,67,81,5,29,42,46,19,26,22,0,95,11,57,48,63,32,44,83,62,0,92,80,93,39,66,10,58,33,37,25,76,36
0,2010/5/4,,52,79,38,48,52,55,39,15,69,65,69,54,24,48,57,12,42,46,34,19,31,16,0,94,11,59,65,31,35,37,100,59,19,84,58,94,31,73,10,81,38,40,25,36,37
0,2010/5/5,,39,65,38,32,44,53,39,13,70,33,29,55,23,41,69,10,23,46,23,17,34,20,0,98,11,56,78,58,44,29,85,59,20,85,55,88,37,67,10,80,39,42,23,71,34
0,2010/5/6,,59,42,39,48,41,52,0,15,70,62,52,54,22,37,69,19,31,48,46,16,32,16,0,100,10,46,87,63,44,26,71,58,29,86,92,86,39,65,9,70,39,36,23,55,32
0,2010/5/7,,28,63,40,51,40,51,41,14,72,30,31,64,18,35,59,9,18,36,48,15,24,16,0,76,6,51,100,33,39,27,63,55,31,68,58,89,36,62,9,71,21,42,24,47,33
0,2010/5/8,,79,38,51,43,63,58,53,16,74,44,23,36,12,22,69,8,42,26,0,17,18,16,0,59,5,46,73,56,33,21,45,57,26,59,32,90,31,66,10,60,26,35,26,46,43
0,2010/5/9,,39,47,0,21,46,58,0,15,61,60,38,35,31,62,79,6,26,33,50,17,18,14,0,84,4,46,58,28,44,21,33,63,26,54,44,84,35,81,12,70,39,33,26,56,43
0,2010/5/10,,19,48,0,62,37,49,38,13,64,76,59,48,29,66,75,14,19,42,22,16,31,24,0,77,8,53,61,46,41,33,44,58,28,87,64,86,44,74,10,69,51,39,24,49,33
0,2010/5/11,,19,62,37,62,80,58,38,14,69,36,28,40,21,48,90,12,30,46,30,19,32,54,0,77,3,57,65,66,31,30,36,60,38,79,58,91,43,66,10,77,19,52,25,69,32
0,2010/5/12,,65,66,38,40,50,55,39,13,73,58,64,51,20,41,80,12,40,47,23,17,30,29,0,81,5,58,63,57,37,26,35,58,39,83,57,91,41,66,8,44,20,43,24,87,32
0,2010/5/13,,20,46,0,50,30,53,81,13,73,51,24,60,21,36,44,12,50,43,0,20,31,27,0,81,4,57,45,22,25,43,36,59,20,70,86,90,43,65,8,36,20,48,23,46,34
0,2010/5/14,,28,51,0,69,44,55,43,13,66,53,38,36,21,32,97,14,31,36,25,16,26,25,0,74,5,52,53,58,27,24,30,54,42,70,50,91,34,64,11,66,21,36,24,35,35
0,2010/5/15,,26,38,0,65,28,59,0,15,73,75,39,25,13,21,69,7,57,23,61,18,17,21,0,51,3,44,27,31,24,30,25,55,26,57,38,91,41,70,13,51,52,47,24,49,38
0,2010/5/16,,25,36,0,62,46,57,0,15,68,38,60,24,33,63,50,17,26,31,44,18,21,21,0,61,3,51,29,20,29,30,27,59,25,56,71,92,40,70,14,86,51,50,23,42,39
0,2010/5/17,,38,48,37,47,57,57,38,13,71,40,45,36,31,60,48,14,42,43,22,18,30,19,0,77,3,55,38,41,27,31,32,56,19,87,79,92,38,63,10,79,19,75,23,49,34
0,2010/5/18,,32,55,38,47,46,60,38,14,60,60,85,39,22,44,72,16,31,41,34,27,29,18,0,94,6,54,29,46,27,40,34,56,38,78,86,93,47,61,10,85,29,69,23,36,33
0,2010/5/19,,19,63,38,64,46,56,0,13,68,41,52,53,19,38,72,23,45,41,45,72,29,20,0,72,5,60,45,46,25,34,31,60,29,83,69,84,40,60,9,60,29,66,23,40,34
0,2010/5/20,,20,64,39,49,60,55,0,14,69,47,54,43,21,37,64,23,35,44,47,78,27,25,0,72,5,63,42,37,34,38,31,53,20,83,58,92,42,66,8,66,30,67,24,54,31
0,2010/5/21,,32,36,0,69,57,53,42,14,75,49,19,53,18,37,88,7,34,39,0,43,22,18,0,61,4,50,44,34,24,26,33,57,21,79,64,83,40,59,8,29,32,100,25,53,35
0,2010/5/22,,27,38,0,0,33,57,0,15,89,52,60,26,12,23,69,9,28,22,64,26,19,15,0,55,3,48,28,54,22,19,25,53,54,56,21,89,33,60,10,41,27,80,25,42,46
0,2010/5/23,,27,43,0,22,36,58,0,17,78,46,24,27,34,63,51,13,29,32,31,19,21,18,0,53,5,55,33,43,30,27,27,59,27,57,70,82,44,62,11,51,81,51,25,56,42
0,2010/5/24,,40,50,0,58,52,55,40,15,73,55,48,47,36,63,62,20,44,39,24,20,25,21,0,82,5,67,54,38,25,34,33,60,0,99,89,96,48,57,10,60,20,49,24,58,31
0,2010/5/25,,26,51,37,24,40,51,0,14,81,53,29,46,23,47,72,13,22,42,34,19,30,26,0,76,2,61,36,36,25,36,29,56,19,90,82,88,43,66,7,68,19,51,22,44,32
0,2010/5/26,,19,47,0,24,32,52,39,13,66,66,46,42,23,39,47,9,63,43,46,19,28,23,0,68,3,61,44,31,25,39,29,57,19,83,72,90,39,60,7,55,58,49,23,58,33
0,2010/5/27,,20,56,0,40,35,49,0,14,73,79,70,40,21,40,71,10,63,33,23,20,26,24,0,66,4,77,30,31,22,33,27,56,0,86,94,86,53,54,8,56,19,71,23,45,32
